,Year,MSRP,Drivetrain,Passenger Capacity,Passenger Doors,Body Style,Front Hip Room (in),Front Leg Room (in),Second Shoulder Room (in),Second Head Room (in),Front Shoulder Room (in),Front Head Room (in),Second Leg Room (in),Wheelbase (in),"Width, Max w/o mirrors (in)","Height, Overall (in)","Fuel Tank Capacity, Approx (gal)",EPA Fuel Economy Est - City (MPG),EPA Fuel Economy Est - Hwy (MPG),Fuel System,First Gear Ratio (:1),Fourth Gear Ratio (:1),Second Gear Ratio (:1),Reverse Ratio (:1),Fifth Gear Ratio (:1),Trans Type,Third Gear Ratio (:1),Steering Type,Turning Diameter - Curb to Curb,Front Wheel Material,Suspension Type - Front,Suspension Type - Rear,Air Bag-Frontal-Driver,Air Bag-Frontal-Passenger,Air Bag-Passenger Switch (On/Off),Air Bag-Side Body-Front,Air Bag-Side Body-Rear,Air Bag-Side Head-Front,Air Bag-Side Head-Rear,Brakes-ABS,Child Safety Rear Door Locks,Daytime Running Lights,Traction Control,Night Vision,Rollover Protection Bars,Fog Lamps,Parking Aid,Tire Pressure Monitor,Back-Up Camera,Stability Control,Basic Miles/km,Basic Years,Corrosion Miles/km,Corrosion Years,Drivetrain Miles/km,Drivetrain Years,Roadside Assistance Miles/km,Roadside Assistance Years,Maximum Alternator Capacity (amps),Gear,Horsepower,Horsepower RPM,Torque,Torque RPM,Cylinders,Engine Configuration,Engine Class,Displacement (L),Displacement (cc),Rear Tire Width,Front Tire Width,Rear Wheel Size,Front Wheel Size,Tire Rating,Tire Width Ratio,Wheel Size Ratio,Tire Ratio,Make
139,2018,32100.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,35.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3800.0,4.0,I,Premium,2.4,144.0,225.0,225.0,18.0,18.0,V,1.0,1.0,4.0,Acura
140,2018,30100.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,35.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3800.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
141,2018,29400.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,35.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3800.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
142,2018,28900.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,35.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3800.0,4.0,I,Premium,2.4,144.0,225.0,225.0,18.0,18.0,V,1.0,1.0,4.0,Acura
143,2016,27900.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,36.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3600.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
144,2016,34890.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,36.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3600.0,4.0,I,Premium,2.4,144.0,225.0,225.0,18.0,18.0,V,1.0,1.0,4.0,Acura
145,2016,32900.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,36.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3600.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
146,2016,31890.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,36.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3600.0,4.0,I,Premium,2.4,144.0,225.0,225.0,18.0,18.0,V,1.0,1.0,4.0,Acura
147,2016,29900.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,36.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3600.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
148,2016,29200.0,Front Wheel Drive,5,4,4dr Car,50.3,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,25.0,36.0,Gasoline Direct Injection,3.08,1.22,2.18,2.22,0.96,8,1.61,Rack-Pinion,36.8,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,8.0,201.0,6800.0,180.0,3600.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
149,2015,27050.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,24.0,35.0,SMPI,2.79,0.77,1.68,2.0,0.59,5,1.13,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,5.0,150.0,6500.0,140.0,4300.0,4.0,I,Premium,2.0,122.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
150,2015,29350.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,22.0,31.0,SMPI,3.27,1.07,2.04,3.58,0.83,6,1.43,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,105,6.0,201.0,7000.0,170.0,4400.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
151,2015,31750.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,24.0,35.0,SMPI,2.79,0.77,1.68,2.0,0.59,5,1.13,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,5.0,150.0,6500.0,140.0,4300.0,4.0,I,Premium,2.0,122.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
152,2015,29350.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,24.0,35.0,SMPI,2.79,0.77,1.68,2.0,0.59,5,1.13,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,5.0,150.0,6500.0,140.0,4300.0,4.0,I,Premium,2.0,122.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
153,2014,29200.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,22.0,31.0,SMPI,3.27,1.07,2.04,3.58,0.83,6,1.43,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,105,6.0,201.0,7000.0,170.0,4400.0,4.0,I,Premium,2.4,144.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
154,2014,31600.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,24.0,35.0,SMPI,2.79,0.77,1.68,2.0,0.59,5,1.13,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,5.0,150.0,6500.0,140.0,4300.0,4.0,I,Premium,2.0,122.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
155,2014,29200.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,24.0,35.0,SMPI,2.79,0.77,1.68,2.0,0.59,5,1.13,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,5.0,150.0,6500.0,140.0,4300.0,4.0,I,Premium,2.0,122.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
156,2014,26900.0,Front Wheel Drive,5,4,4dr Car,50.2,42.3,53.5,35.9,55.6,38.0,34.0,105.1,70.6,55.6,13.2,24.0,35.0,SMPI,2.79,0.77,1.68,2.0,0.59,5,1.13,Rack-Pinion,36.1,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,95,5.0,150.0,6500.0,140.0,4300.0,4.0,I,Premium,2.0,122.0,215.0,215.0,17.0,17.0,V,1.0,1.0,4.0,Acura
157,2019,61900.0,All Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,15.1,28.0,29.0,Gasoline Direct Injection,4.4,1.55,2.75,3.66,1.14,7,2.03,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,7.0,377.0,6500.0,341.0,4700.0,6.0,V,Electric,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
158,2019,54900.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,29.0,Gasoline Direct Injection,5.25,1.6,3.27,3.97,1.3,10,2.19,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,10.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
159,2018,61900.0,All Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,15.1,28.0,29.0,Gasoline Direct Injection,4.4,1.55,2.75,3.66,1.14,7,2.03,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,7.0,377.0,6500.0,341.0,4700.0,6.0,V,Electric,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
160,2018,54900.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,29.0,Gasoline Direct Injection,5.25,1.6,3.27,3.97,1.3,10,2.19,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,10.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
161,2016,60450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
162,2016,54450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
163,2016,50950.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
164,2015,48450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,18.0,18.0,V,1.0,1.0,4.0,Acura
165,2015,54450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,18.0,18.0,V,1.0,1.0,4.0,Acura
166,2015,50950.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,18.0,18.0,V,1.0,1.0,4.0,Acura
167,2015,56950.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,18.0,18.0,V,1.0,1.0,4.0,Acura
168,2015,60450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,18.0,18.0,V,1.0,1.0,4.0,Acura
169,2014,48450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,18.0,18.0,V,1.0,1.0,4.0,Acura
170,2014,54450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
171,2014,50950.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,18.0,18.0,V,1.0,1.0,4.0,Acura
172,2014,56950.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
173,2014,60450.0,Front Wheel Drive,5,4,4dr Car,55.9,42.3,57.0,36.9,59.6,37.6,38.8,112.2,74.4,57.7,18.5,20.0,31.0,Gasoline Direct Injection,3.38,1.06,2.11,2.26,0.76,6,1.49,Rack-Pinion,40.5,Aluminum,Double Wishbone,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,5.0,70000.0,6.0,50000.0,4.0,150,6.0,310.0,6500.0,272.0,4500.0,6.0,V,Premium,3.5,212.0,245.0,245.0,19.0,19.0,W,1.0,1.0,4.0,Acura
174,2016,33700.0,Front Wheel Drive,5,4,Sport Utility,58.0,40.0,53.6,37.4,55.8,37.0,31.1,102.5,72.1,62.6,16.9,20.0,29.0,Gasoline Direct Injection,3.95,1.16,2.3,3.42,0.86,6,1.55,Rack-Pinion,38.7,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,12.0,50000.0,4.0,150000.0,4.0,140,6.0,200.0,5100.0,207.0,1700.0,4.0,I,Intercooled,2.0,121.0,235.0,235.0,18.0,18.0,H,1.0,1.0,5.0,Audi
175,2016,35800.0,All Wheel Drive,5,4,Sport Utility,58.0,40.0,53.6,37.4,55.8,37.0,31.1,102.5,72.1,62.6,16.9,20.0,28.0,Gasoline Direct Injection,3.95,1.16,2.3,3.42,0.86,6,1.55,Rack-Pinion,38.7,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,12.0,50000.0,4.0,150000.0,4.0,140,6.0,200.0,5100.0,207.0,1700.0,4.0,I,Intercooled,2.0,121.0,255.0,255.0,19.0,19.0,H,1.0,1.0,4.0,Audi
176,2016,35800.0,All Wheel Drive,5,4,Sport Utility,58.0,40.0,53.6,37.4,55.8,37.0,31.1,102.5,72.1,62.6,16.9,20.0,28.0,Gasoline Direct Injection,3.95,1.16,2.3,3.42,0.86,6,1.55,Rack-Pinion,38.7,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,12.0,50000.0,4.0,150000.0,4.0,140,6.0,200.0,5100.0,207.0,1700.0,4.0,I,Intercooled,2.0,121.0,235.0,235.0,18.0,18.0,H,1.0,1.0,5.0,Audi
177,2016,33700.0,Front Wheel Drive,5,4,Sport Utility,58.0,40.0,53.6,37.4,55.8,37.0,31.1,102.5,72.1,62.6,16.9,20.0,29.0,Gasoline Direct Injection,3.95,1.16,2.3,3.42,0.86,6,1.55,Rack-Pinion,38.7,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,50000.0,4.0,150000.0,12.0,50000.0,4.0,150000.0,4.0,140,6.0,200.0,5100.0,207.0,1700.0,4.0,I,Intercooled,2.0,121.0,255.0,255.0,19.0,19.0,H,1.0,1.0,4.0,Audi
178,2015,32500.0,Front Wheel Drive,5,4,Sport Utility,58.0,40.0,53.6,37.4,55.8,37.0,31.1,102.5,72.1,62.6,16.9,20.0,29.0,Gasoline Direct Injection,3.95,1.16,2.3,3.42,0.86,6,1.55,Rack-Pinion,38.7,Aluminum,Strut,Multi-Link,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,50000.0,4.0,150000.0,12.0,50000.0,4.0,150000.0,4.0,150,6.0,200.0,5100.0,207.0,1700.0,4.0,I,Intercooled,2.0,121.0,235.0,235.0,18.0,18.0,H,1.0,1.0,5.0,Audi
